# emoji-sequences.txt
# Date: 2018-02-07, 07:55:18 GMT
# © 2018 Unicode®, Inc.
# Unicode and the Unicode Logo are registered trademarks of Unicode, Inc. in the U.S. and other countries.
# For terms of use, see http://www.unicode.org/terms_of_use.html
#
# Emoji Sequence Data for UTS #51
# Version: 11.0
#
# For documentation and usage, see http://www.unicode.org/reports/tr51
#
# Format:
#   code_point(s) ; type_field ; description # comments 
# Fields:
#   code_point(s): one or more code points in hex format, separated by spaces
#   type_field: any of {Emoji_Combining_Sequence, Emoji_Flag_Sequence, Emoji_Modifier_Sequence}
#     The type_field is a convenience for parsing the emoji sequence files, and is not intended to be maintained as a property.
#   short name: CLDR short name of sequence; characters may be escaped with \x{hex}.
#
# Characters and sequences are listed in code point order. Users should be shown a more natural order.
# See the CLDR collation order for Emoji.

# ================================================

# Emoji Keycap Sequence

0023 FE0F 20E3; Emoji_Keycap_Sequence     ; keycap: \x{23}                                                 #  3.0  [1] (#️⃣)
1F931 1F3FB   ; Emoji_Modifier_Sequence   ; breast-feeding: light skin tone                                # 10.0  [1] (🤱🏻)
1F931 1F3FC   ; Emoji_Modifier_Sequence   ; breast-feeding: medium-light skin tone                         # 10.0  [1] (🤱🏼)
1F931 1F3FD   ; Emoji_Modifier_Sequence   ; breast-feeding: medium skin tone                               # 10.0  [1] (🤱🏽)
1F931 1F3FE   ; Emoji_Modifier_Sequence   ; breast-feeding: medium-dark skin tone                          # 10.0  [1] (🤱🏾)
1F931 1F3FF   ; Emoji_Modifier_Sequence   ; breast-feeding: dark skin tone                                 # 10.0  [1] (🤱🏿)
1F932 1F3FB   ; Emoji_Modifier_Sequence   ; palms up together: light skin tone                             # 10.0  [1] (🤲🏻)
1F932 1F3FC   ; Emoji_Modifier_Sequence   ; palms up together: medium-light skin tone                      # 10.0  [1] (🤲🏼)
1F932 1F3FD   ; Emoji_Modifier_Sequence   ; palms up together: medium skin tone                            # 10.0  [1] (🤲🏽)
1F932 1F3FE   ; Emoji_Modifier_Sequence   ; palms up together: medium-dark skin tone                       # 10.0  [1] (🤲🏾)
1F932 1F3FF   ; Emoji_Modifier_Sequence   ; palms up together: dark skin tone                              # 10.0  [1] (🤲🏿)
1F933 1F3FB   ; Emoji_Modifier_Sequence   ; selfie: light skin tone                                        #  9.0  [1] (🤳🏻)
1F933 1F3FC   ; Emoji_Modifier_Sequence   ; selfie: medium-light skin tone                                 #  9.0  [1] (🤳🏼)
1F933 1F3FD   ; Emoji_Modifier_Sequence   ; selfie: medium skin tone                                       #  9.0  [1] (🤳🏽)
1F933 1F3FE   ; Emoji_Modifier_Sequence   ; selfie: medium-dark skin tone                                  #  9.0  [1] (🤳🏾)
1F933 1F3FF   ; Emoji_Modifier_Sequence   ; selfie: dark skin tone                                         #  9.0  [1] (🤳🏿)
1F934 1F3FB   ; Emoji_Modifier_Sequence   ; prince: light skin tone                                        #  9.0  [1] (🤴🏻)
1F934 1F3FC   ; Emoji_Modifier_Sequence   ; prince: medium-light skin tone                                 #  9.0  [1] (🤴🏼)
1F934 1F3FD   ; Emoji_Modifier_Sequence   ; prince: medium skin tone                                       #  9.0  [1] (🤴🏽)
1F934 1F3FE   ; Emoji_Modifier_Sequence   ; prince: medium-dark skin tone                                  #  9.0  [1] (🤴🏾)
1F934 1F3FF   ; Emoji_Modifier_Sequence   ; prince: dark skin tone                                         #  9.0  [1] (🤴🏿)
1F935 1F3FB   ; Emoji_Modifier_Sequence   ; man in tuxedo: light skin tone                                 #  9.0  [1] (🤵🏻)
1F935 1F3FC   ; Emoji_Modifier_Sequence   ; man in tuxedo: medium-light skin tone                          #  9.0  [1] (🤵🏼)
1F935 1F3FD   ; Emoji_Modifier_Sequence   ; man in tuxedo: medium skin tone                                #  9.0  [1] (🤵🏽)
1F935 1F3FE   ; Emoji_Modifier_Sequence   ; man in tuxedo: medium-dark skin tone                           #  9.0  [1] (🤵🏾)
1F935 1F3FF   ; Emoji_Modifier_Sequence   ; man in tuxedo: dark skin tone                                  #  9.0  [1] (🤵🏿)
1F936 1F3FB   ; Emoji_Modifier_Sequence   ; Mrs. Claus: light skin tone                                    #  9.0  [1] (🤶🏻)
1F936 1F3FC   ; Emoji_Modifier_Sequence   ; Mrs. Claus: medium-light skin tone                             #  9.0  [1] (🤶🏼)
1F936 1F3FD   ; Emoji_Modifier_Sequence   ; Mrs. Claus: medium skin tone                                   #  9.0  [1] (🤶🏽)
1F936 1F3FE   ; Emoji_Modifier_Sequence   ; Mrs. Claus: medium-dark skin tone                              #  9.0  [1] (🤶🏾)
1F936 1F3FF   ; Emoji_Modifier_Sequence   ; Mrs. Claus: dark skin tone                                     #  9.0  [1] (🤶🏿)
1F937 1F3FB   ; Emoji_Modifier_Sequence   ; person shrugging: light skin tone                              #  9.0  [1] (🤷🏻)
1F937 1F3FC   ; Emoji_Modifier_Sequence   ; person shrugging: medium-light skin tone                       #  9.0  [1] (🤷🏼)
1F937 1F3FD   ; Emoji_Modifier_Sequence   ; person shrugging: medium skin tone                             #  9.0  [1] (🤷🏽)
1F937 1F3FE   ; Emoji_Modifier_Sequence   ; person shrugging: medium-dark skin tone                        #  9.0  [1] (🤷🏾)
1F937 1F3FF   ; Emoji_Modifier_Sequence   ; person shrugging: dark skin tone                               #  9.0  [1] (🤷🏿)
1F938 1F3FB   ; Emoji_Modifier_Sequence   ; person cartwheeling: light skin tone                           #  9.0  [1] (🤸🏻)
1F938 1F3FC   ; Emoji_Modifier_Sequence   ; person cartwheeling: medium-light skin tone                    #  9.0  [1] (🤸🏼)
1F938 1F3FD   ; Emoji_Modifier_Sequence   ; person cartwheeling: medium skin tone                          #  9.0  [1] (🤸🏽)
1F938 1F3FE   ; Emoji_Modifier_Sequence   ; person cartwheeling: medium-dark skin tone                     #  9.0  [1] (🤸🏾)
1F938 1F3FF   ; Emoji_Modifier_Sequence   ; person cartwheeling: dark skin tone                            #  9.0  [1] (🤸🏿)
1F939 1F3FB   ; Emoji_Modifier_Sequence   ; person juggling: light skin tone                               #  9.0  [1] (🤹🏻)
1F939 1F3FC   ; Emoji_Modifier_Sequence   ; person juggling: medium-light skin tone                        #  9.0  [1] (🤹🏼)
1F939 1F3FD   ; Emoji_Modifier_Sequence   ; person juggling: medium skin tone                              #  9.0  [1] (🤹🏽)
1F939 1F3FE   ; Emoji_Modifier_Sequence   ; person juggling: medium-dark skin tone                         #  9.0  [1] (🤹🏾)
1F939 1F3FF   ; Emoji_Modifier_Sequence   ; person juggling: dark skin tone                                #  9.0  [1] (🤹🏿)
1F93D 1F3FB   ; Emoji_Modifier_Sequence   ; person playing water polo: light skin tone                     #  9.0  [1] (🤽🏻)
1F93D 1F3FC   ; Emoji_Modifier_Sequence   ; person playing water polo: medium-light skin tone              #  9.0  [1] (🤽🏼)
1F93D 1F3FD   ; Emoji_Modifier_Sequence   ; person playing water polo: medium skin tone                    #  9.0  [1] (🤽🏽)
1F93D 1F3FE   ; Emoji_Modifier_Sequence   ; person playing water polo: medium-dark skin tone               #  9.0  [1] (🤽🏾)
1F93D 1F3FF   ; Emoji_Modifier_Sequence   ; person playing water polo: dark skin tone                      #  9.0  [1] (🤽🏿)
1F93E 1F3FB   ; Emoji_Modifier_Sequence   ; person playing handball: light skin tone                       #  9.0  [1] (🤾🏻)
1F93E 1F3FC   ; Emoji_Modifier_Sequence   ; person playing handball: medium-light skin tone                #  9.0  [1] (🤾🏼)
1F93E 1F3FD   ; Emoji_Modifier_Sequence   ; person playing handball: medium skin tone                      #  9.0  [1] (🤾🏽)
1F93E 1F3FE   ; Emoji_Modifier_Sequence   ; person playing handball: medium-dark skin tone                 #  9.0  [1] (🤾🏾)
1F93E 1F3FF   ; Emoji_Modifier_Sequence   ; person playing handball: dark skin tone                        #  9.0  [1] (🤾🏿)
1F9B5 1F3FB   ; Emoji_Modifier_Sequence   ; leg: light skin tone                                           # 11.0  [1] (🦵🏻)
1F9B5 1F3FC   ; Emoji_Modifier_Sequence   ; leg: medium-light skin tone                                    # 11.0  [1] (🦵🏼)
1F9B5 1F3FD   ; Emoji_Modifier_Sequence   ; leg: medium skin tone                                          # 11.0  [1] (🦵🏽)
1F9B5 1F3FE   ; Emoji_Modifier_Sequence   ; leg: medium-dark skin tone                                     # 11.0  [1] (🦵🏾)
1F9B5 1F3FF   ; Emoji_Modifier_Sequence   ; leg: dark skin tone                                            # 11.0  [1] (🦵🏿)
1F9B6 1F3FB   ; Emoji_Modifier_Sequence   ; foot: light skin tone                                          # 11.0  [1] (🦶🏻)
1F9B6 1F3FC   ; Emoji_Modifier_Sequence   ; foot: medium-light skin tone                                   # 11.0  [1] (🦶🏼)
1F9B6 1F3FD   ; Emoji_Modifier_Sequence   ; foot: medium skin tone                                         # 11.0  [1] (🦶🏽)
1F9B6 1F3FE   ; Emoji_Modifier_Sequence   ; foot: medium-dark skin tone                                    # 11.0  [1] (🦶🏾)
1F9B6 1F3FF   ; Emoji_Modifier_Sequence   ; foot: dark skin tone                                           # 11.0  [1] (🦶🏿)
1F9B8 1F3FB   ; Emoji_Modifier_Sequence   ; superhero: light skin tone                                     # 11.0  [1] (🦸🏻)
1F9B8 1F3FC   ; Emoji_Modifier_Sequence   ; superhero: medium-light skin tone                              # 11.0  [1] (🦸🏼)
1F9B8 1F3FD   ; Emoji_Modifier_Sequence   ; superhero: medium skin tone                                    # 11.0  [1] (🦸🏽)
1F9B8 1F3FE   ; Emoji_Modifier_Sequence   ; superhero: medium-dark skin tone                               # 11.0  [1] (🦸🏾)
1F9B8 1F3FF   ; Emoji_Modifier_Sequence   ; superhero: dark skin tone                                      # 11.0  [1] (🦸🏿)
1F9B9 1F3FB   ; Emoji_Modifier_Sequence   ; supervillain: light skin tone                                  # 11.0  [1] (🦹🏻)
1F9B9 1F3FC   ; Emoji_Modifier_Sequence   ; supervillain: medium-light skin tone                           # 11.0  [1] (🦹🏼)
1F9B9 1F3FD   ; Emoji_Modifier_Sequence   ; supervillain: medium skin tone                                 # 11.0  [1] (🦹🏽)
1F9B9 1F3FE   ; Emoji_Modifier_Sequence   ; supervillain: medium-dark skin tone                            # 11.0  [1] (🦹🏾)
1F9B9 1F3FF   ; Emoji_Modifier_Sequence   ; supervillain: dark skin tone                                   # 11.0  [1] (🦹🏿)
1F9D1 1F3FB   ; Emoji_Modifier_Sequence   ; adult: light skin tone                                         # 10.0  [1] (🧑🏻)
1F9D1 1F3FC   ; Emoji_Modifier_Sequence   ; adult: medium-light skin tone                                  # 10.0  [1] (🧑🏼)
1F9D1 1F3FD   ; Emoji_Modifier_Sequence   ; adult: medium skin tone                                        # 10.0  [1] (🧑🏽)
1F9D1 1F3FE   ; Emoji_Modifier_Sequence   ; adult: medium-dark skin tone                                   # 10.0  [1] (🧑🏾)
1F9D1 1F3FF   ; Emoji_Modifier_Sequence   ; adult: dark skin tone                                          # 10.0  [1] (🧑🏿)
1F9D2 1F3FB   ; Emoji_Modifier_Sequence   ; child: light skin tone                                         # 10.0  [1] (🧒🏻)
1F9D2 1F3FC   ; Emoji_Modifier_Sequence   ; child: medium-light skin tone                                  # 10.0  [1] (🧒🏼)
1F9D2 1F3FD   ; Emoji_Modifier_Sequence   ; child: medium skin tone                                        # 10.0  [1] (🧒🏽)
1F9D2 1F3FE   ; Emoji_Modifier_Sequence   ; child: medium-dark skin tone                                   # 10.0  [1] (🧒🏾)
1F9D2 1F3FF   ; Emoji_Modifier_Sequence   ; child: dark skin tone                                          # 10.0  [1] (🧒🏿)
1F9D3 1F3FB   ; Emoji_Modifier_Sequence   ; older adult: light skin tone                                   # 10.0  [1] (🧓🏻)
1F9D3 1F3FC   ; Emoji_Modifier_Sequence   ; older adult: medium-light skin tone                            # 10.0  [1] (🧓🏼)
1F9D3 1F3FD   ; Emoji_Modifier_Sequence   ; older adult: medium skin tone                                  # 10.0  [1] (🧓🏽)
1F9D3 1F3FE   ; Emoji_Modifier_Sequence   ; older adult: medium-dark skin tone                             # 10.0  [1] (🧓🏾)
1F9D3 1F3FF   ; Emoji_Modifier_Sequence   ; older adult: dark skin tone                                    # 10.0  [1] (🧓🏿)
1F9D4 1F3FB   ; Emoji_Modifier_Sequence   ; bearded person: light skin tone                                # 10.0  [1] (🧔🏻)
1F9D4 1F3FC   ; Emoji_Modifier_Sequence   ; bearded person: medium-light skin tone                         # 10.0  [1] (🧔🏼)
1F9D4 1F3FD   ; Emoji_Modifier_Sequence   ; bearded person: medium skin tone                               # 10.0  [1] (🧔🏽)
1F9D4 1F3FE   ; Emoji_Modifier_Sequence   ; bearded person: medium-dark skin tone                          # 10.0  [1] (🧔🏾)
1F9D4 1F3FF   ; Emoji_Modifier_Sequence   ; bearded person: dark skin tone                                 # 10.0  [1] (🧔🏿)
1F9D5 1F3FB   ; Emoji_Modifier_Sequence   ; woman with headscarf: light skin tone                          # 10.0  [1] (🧕🏻)
1F9D5 1F3FC   ; Emoji_Modifier_Sequence   ; woman with headscarf: medium-light skin tone                   # 10.0  [1] (🧕🏼)
1F9D5 1F3FD   ; Emoji_Modifier_Sequence   ; woman with headscarf: medium skin tone                         # 10.0  [1] (🧕🏽)
1F9D5 1F3FE   ; Emoji_Modifier_Sequence   ; woman with headscarf: medium-dark skin tone                    # 10.0  [1] (🧕🏾)
1F9D5 1F3FF   ; Emoji_Modifier_Sequence   ; woman with headscarf: dark skin tone                           # 10.0  [1] (🧕🏿)
1F9D6 1F3FB   ; Emoji_Modifier_Sequence   ; person in steamy room: light skin tone                         # 10.0  [1] (🧖🏻)
1F9D6 1F3FC   ; Emoji_Modifier_Sequence   ; person in steamy room: medium-light skin tone                  # 10.0  [1] (🧖🏼)
1F9D6 1F3FD   ; Emoji_Modifier_Sequence   ; person in steamy room: medium skin tone                        # 10.0  [1] (🧖🏽)
1F9D6 1F3FE   ; Emoji_Modifier_Sequence   ; person in steamy room: medium-dark skin tone                   # 10.0  [1] (🧖🏾)
1F9D6 1F3FF   ; Emoji_Modifier_Sequence   ; person in steamy room: dark skin tone                          # 10.0  [1] (🧖🏿)
1F9D7 1F3FB   ; Emoji_Modifier_Sequence   ; person climbing: light skin tone                               # 10.0  [1] (🧗🏻)
1F9D7 1F3FC   ; Emoji_Modifier_Sequence   ; person climbing: medium-light skin tone                        # 10.0  [1] (🧗🏼)
1F9D7 1F3FD   ; Emoji_Modifier_Sequence   ; person climbing: medium skin tone                              # 10.0  [1] (🧗🏽)
1F9D7 1F3FE   ; Emoji_Modifier_Sequence   ; person climbing: medium-dark skin tone                         # 10.0  [1] (🧗🏾)
1F9D7 1F3FF   ; Emoji_Modifier_Sequence   ; person climbing: dark skin tone                                # 10.0  [1] (🧗🏿)
1F9D8 1F3FB   ; Emoji_Modifier_Sequence   ; person in lotus position: light skin tone                      # 10.0  [1] (🧘🏻)
1F9D8 1F3FC   ; Emoji_Modifier_Sequence   ; person in lotus position: medium-light skin tone               # 10.0  [1] (🧘🏼)
1F9D8 1F3FD   ; Emoji_Modifier_Sequence   ; person in lotus position: medium skin tone                     # 10.0  [1] (🧘🏽)
1F9D8 1F3FE   ; Emoji_Modifier_Sequence   ; person in lotus position: medium-dark skin tone                # 10.0  [1] (🧘🏾)
1F9D8 1F3FF   ; Emoji_Modifier_Sequence   ; person in lotus position: dark skin tone                       # 10.0  [1] (🧘🏿)
1F9D9 1F3FB   ; Emoji_Modifier_Sequence   ; mage: light skin tone                                          # 10.0  [1] (🧙🏻)
1F9D9 1F3FC   ; Emoji_Modifier_Sequence   ; mage: medium-light skin tone                                   # 10.0  [1] (🧙🏼)
1F9D9 1F3FD   ; Emoji_Modifier_Sequence   ; mage: medium skin tone                                         # 10.0  [1] (🧙🏽)
1F9D9 1F3FE   ; Emoji_Modifier_Sequence   ; mage: medium-dark skin tone                                    # 10.0  [1] (🧙🏾)
1F9D9 1F3FF   ; Emoji_Modifier_Sequence   ; mage: dark skin tone                                           # 10.0  [1] (🧙🏿)
1F9DA 1F3FB   ; Emoji_Modifier_Sequence   ; fairy: light skin tone                                         # 10.0  [1] (🧚🏻)
1F9DA 1F3FC   ; Emoji_Modifier_Sequence   ; fairy: medium-light skin tone                                  # 10.0  [1] (🧚🏼)
1F9DA 1F3FD   ; Emoji_Modifier_Sequence   ; fairy: medium skin tone                                        # 10.0  [1] (🧚🏽)
1F9DA 1F3FE   ; Emoji_Modifier_Sequence   ; fairy: medium-dark skin tone                                   # 10.0  [1] (🧚🏾)
1F9DA 1F3FF   ; Emoji_Modifier_Sequence   ; fairy: dark skin tone                                          # 10.0  [1] (🧚🏿)
1F9DB 1F3FB   ; Emoji_Modifier_Sequence   ; vampire: light skin tone                                       # 10.0  [1] (🧛🏻)
1F9DB 1F3FC   ; Emoji_Modifier_Sequence   ; vampire: medium-light skin tone                                # 10.0  [1] (🧛🏼)
1F9DB 1F3FD   ; Emoji_Modifier_Sequence   ; vampire: medium skin tone                                      # 10.0  [1] (🧛🏽)
1F9DB 1F3FE   ; Emoji_Modifier_Sequence   ; vampire: medium-dark skin tone                                 # 10.0  [1] (🧛🏾)
1F9DB 1F3FF   ; Emoji_Modifier_Sequence   ; vampire: dark skin tone                                        # 10.0  [1] (🧛🏿)
1F9DC 1F3FB   ; Emoji_Modifier_Sequence   ; merperson: light skin tone                                     # 10.0  [1] (🧜🏻)
1F9DC 1F3FC   ; Emoji_Modifier_Sequence   ; merperson: medium-light skin tone                              # 10.0  [1] (🧜🏼)
1F9DC 1F3FD   ; Emoji_Modifier_Sequence   ; merperson: medium skin tone                                    # 10.0  [1] (🧜🏽)
1F9DC 1F3FE   ; Emoji_Modifier_Sequence   ; merperson: medium-dark skin tone                               # 10.0  [1] (🧜🏾)
1F9DC 1F3FF   ; Emoji_Modifier_Sequence   ; merperson: dark skin tone                                      # 10.0  [1] (🧜🏿)
1F9DD 1F3FB   ; Emoji_Modifier_Sequence   ; elf: light skin tone                                           # 10.0  [1] (🧝🏻)
1F9DD 1F3FC   ; Emoji_Modifier_Sequence   ; elf: medium-light skin tone                                    # 10.0  [1] (🧝🏼)
1F9DD 1F3FD   ; Emoji_Modifier_Sequence   ; elf: medium skin tone                                          # 10.0  [1] (🧝🏽)
1F9DD 1F3FE   ; Emoji_Modifier_Sequence   ; elf: medium-dark skin tone                                     # 10.0  [1] (🧝🏾)
1F9DD 1F3FF   ; Emoji_Modifier_Sequence   ; elf: dark skin tone                                            # 10.0  [1] (🧝🏿)

# Total elements: 530

#EOF
